ESTADO,MESES,INGRESOS,CASA,PRECIO_DISPOSITIVO,PROMEDIO_DURACION_LLAMADA,SATISFACCION,SOBRECARGO,SALDO_RESTANTE,COMPARTIR,LON,LAT
RETIRADO,3,2705691,284000000,2812767,2.2,6.727098894,261.7343226,26.9,NO,0,0
RETIRADO,16,7223381,1533000000,1156165,2.1,6.300532427,207.9672661,73.7,NO,0,0
RETIRADO,52,751077,208000000,1350501,15.3,6.833111057,220.5701203,6.6,NO,0,0
VINCULADO,52,6985688,86000000,720274,2.5,4.347372086,37.72055306,106.2,NO,0,0
VINCULADO,30,3988069,427000000,2015632,3.8,4.381756254,0,18.2,NO,0,0
RETIRADO,11,7361674,622000000,1475608,1.7,6.366152087,280.7613922,54.9,NO,0,0
RETIRADO,35,1071210,351000000,912665,17.2,6.330489924,213.3493021,27,NO,0,0
VINCULADO,19,1163333,709000000,2163125,16.2,4.563673018,33.58503036,5.6,NO,0,0
VINCULADO,42,3212139,780000000,1990077,2.6,4.666708388,25.25773302,8.3,NO,0,0
RETIRADO,2,7548463,680000000,1817002,14.7,6.453640761,175.021979,62.7,NO,0,0
RETIRADO,40,3252946,316000000,853882,2.1,6.801393148,229.5171628,22,NO,0,0
RETIRADO,39,7040321,1072000000,1629369,15.4,6.438336403,86.1250393,66.4,NO,0,0
VINCULADO,12,1547765,323000000,1176205,18.3,5.161072663,36.88520687,21.9,NO,0,0
VINCULADO,35,3272585,559000000,1482256,0.5,4.555098577,9.845602318,18.6,NO,0,0
VINCULADO,30,6881066,557000000,1081940,16.7,4.446354934,0,87.2,NO,0,0
RETIRADO,54,2081228,707000000,1278232,14.1,6.124893816,191.2930987,18.8,SI,-74.13592555,4.560159449
VINCULADO,18,7926353,812000000,403329,17,5.721849697,36.97025023,69.2,NO,0,0
VINCULADO,31,7557319,735000000,1750529,2.2,4.92021581,16.3595192,93.4,NO,0,0
VINCULADO,2,974515,93000000,2286683,16.8,5.030134818,36.86436289,16.9,NO,0,0
VINCULADO,19,7064175,379000000,1625982,2.4,4.140009975,49.41502448,73,NO,0,0
VINCULADO,0,7841070,1617000000,396450,16.5,4.59013528,60.83417319,31.9,NO,0,0
RETIRADO,24,3430528,527000000,389485,1.4,4.304363657,0,24.5,NO,0,0
RETIRADO,18,2188977,452000000,1385988,18.6,6.736415601,215.5412182,24.5,NO,0,0
VINCULADO,0,7359581,332000000,1549656,2.3,4.298169119,42.5223037,67.2,NO,0,0
VINCULADO,22,8650673,207000000,1613560,15.5,4.366983145,12.98735197,80.4,NO,0,0
VINCULADO,14,7491112,1760000000,1360731,2.3,4.534743621,0,54.6,NO,0,0
RETIRADO,26,1203099,288000000,628566,16,7.206104455,133.2428477,2.2,NO,0,0
VINCULADO,36,3163359,435000000,1280583,1.6,4.857933894,0,13.4,NO,0,0
VINCULADO,42,7332617,497000000,415001,2.4,4.774839291,0,71.6,NO,0,0
RETIRADO,35,6792663,736000000,1424482,14.2,6.063217625,39.04950028,63.6,NO,0,0
VINCULADO,24,3116534,538000000,760269,2.3,4.454571504,0,14.5,NO,0,0
VINCULADO,61,3677401,148000000,455572,0.4,4.855723552,14.78146941,24.2,NO,0,0
RETIRADO,19,2467417,827000000,1720081,1,6.75290225,247.5250391,17.6,NO,0,0
VINCULADO,19,614118,88000000,931400,16.5,4.314035551,29.33871983,17.9,NO,0,0
VINCULADO,34,3345670,729000000,1741259,2.1,4.656741934,0,15.5,NO,0,0
RETIRADO,29,197700,168000000,1808447,16.3,6.170203574,162.986579,21,NO,0,0
RETIRADO,26,1401066,1284000000,347864,16,7.100943418,154.4174097,5.8,NO,0,0
VINCULADO,53,7705368,510000000,466491,1.8,7.120430318,160.9305244,51.7,NO,0,0
VINCULADO,16,2380131,502000000,328853,1.7,4.602440024,22.75793155,4,NO,0,0
VINCULADO,12,1302183,266000000,2249776,16.1,6.546592467,270.3609033,16.2,NO,0,0
RETIRADO,44,7376259,136000000,984582,15.5,6.564003521,242.2653895,52.7,NO,0,0
VINCULADO,60,4342424,976000000,1579207,0,4.42723762,0,0,SI,-74.19581012,4.583084648
RETIRADO,19,8260157,1827000000,1106660,16.1,6.935322167,144.9379446,51.6,NO,0,0
VINCULADO,42,2858926,626000000,1157737,0.2,4.687538872,28.60795521,14.1,NO,0,0
VINCULADO,5,1322124,307000000,416256,16.8,4.589236601,15.21598333,12.3,NO,0,0
RETIRADO,11,2131015,596000000,2130619,18.4,6.292021709,281.5308097,23.9,NO,0,0
VINCULADO,16,778405,770000000,390501,16.2,4.937854921,40.15431137,21.5,NO,0,0
RETIRADO,56,7172620,1566000000,2143599,2.7,6.688175161,255.2814614,81.4,NO,0,0
RETIRADO,27,7381724,731000000,1689227,2,6.895456053,103.9170776,86.4,NO,0,0
RETIRADO,31,7566199,443000000,1391950,1.1,7.131719274,176.169421,89.4,NO,0,0
VINCULADO,32,7360159,1668000000,1269801,15.9,4.511231553,0,95.6,NO,0,0
VINCULADO,21,3921548,979000000,1170929,2.1,5.024693559,0,6.2,NO,0,0
VINCULADO,10,6089958,817000000,1823082,2.1,5.457417335,0,52.2,NO,0,0
RETIRADO,24,7314988,711000000,332325,4.2,6.207151048,288.181012,63.3,NO,0,0
RETIRADO,4,6898282,132000000,436556,2,6.878401516,168.9262071,60.4,NO,0,0
VINCULADO,16,896024,603000000,316235,16.4,4.403815835,14.48093955,9.3,NO,0,0
VINCULADO,3,729963,158000000,1919873,15.4,4.478359859,0,18.9,NO,0,0
VINCULADO,12,3245779,728000000,2832986,1.2,4.214388789,0,30.8,NO,0,0
RETIRADO,42,6778834,788000000,935609,17,6.191519119,269.3965191,64.5,NO,0,0
RETIRADO,23,3579496,506000000,2657120,2.5,6.701342782,170.889759,20.1,NO,0,0
VINCULADO,24,7043557,159000000,1821140,1.2,6.974252798,162.243343,61.8,NO,0,0
VINCULADO,37,7762048,231000000,1762876,1.2,4.645390103,0,57.9,NO,0,0
RETIRADO,25,7522331,287000000,847177,0.6,6.502001645,65.10665707,76.2,NO,0,0
RETIRADO,21,8232759,206000000,558300,3,6.371375914,274.6531577,72.1,NO,0,0
VINCULADO,10,8106345,635000000,837343,15.2,4.532342173,15.12424124,55.9,NO,0,0
RETIRADO,28,5657021,739000000,427067,3.3,7.023253491,196.5794752,7,NO,0,0
RETIRADO,26,900757,488000000,2201436,15.4,6.2767994,216.3185661,7.9,NO,0,0
RETIRADO,18,486799,405000000,2394810,15.2,6.916040015,275.2471759,23.7,NO,0,0
VINCULADO,26,7745642,1858000000,2354649,16.2,4.960155557,67.43295333,62.8,NO,0,0
RETIRADO,33,1587462,1095000000,1283956,15.9,7.127103813,254.9000014,13.3,NO,0,0
RETIRADO,10,7567204,1590000000,2931578,1.1,7.671894725,241.950206,86.1,NO,0,0
VINCULADO,27,7367596,170000000,785051,17.2,4.716561286,29.34368413,65.7,NO,0,0
RETIRADO,18,6703635,1578000000,1325646,3.4,7.165696705,233.7608606,57.8,NO,0,0
RETIRADO,0,975524,1160000000,291429,16.5,6.12884602,201.7642598,16,NO,0,0
VINCULADO,0,6816489,1673000000,993901,2.3,4.747256098,0,75.5,NO,0,0
RETIRADO,18,1239565,294000000,417566,17.2,6.249061426,224.4277511,20.9,NO,0,0
RETIRADO,46,6536160,263000000,1026765,13.3,7.08862582,185.2298308,74.4,NO,0,0
RETIRADO,0,7870760,865000000,1956894,1.2,6.950709143,219.4262693,77.3,NO,0,0
RETIRADO,19,7358390,968000000,1372450,15.5,6.663290205,253.9970413,78.5,NO,0,0
VINCULADO,29,7374778,1653000000,1355349,2,4.858565909,1.723852724,89.3,NO,0,0
RETIRADO,33,7300209,676000000,2315902,2.5,7.440808435,158.8999378,115.5,NO,0,0
RETIRADO,39,744635,117000000,2682278,15.3,6.470556006,296.8561649,12,NO,0,0
RETIRADO,13,7868099,515000000,1514824,16.1,6.963630703,212.8241277,72,NO,0,0
VINCULADO,7,1464288,705000000,3011547,17.4,4.887137811,0,8.7,NO,0,0
RETIRADO,46,6555498,280000000,410400,15.9,6.303974119,53.78689896,71.2,NO,0,0
RETIRADO,36,412717,733000000,795368,16.6,7.217974223,218.6617707,20.5,NO,0,0
VINCULADO,41,7545741,1718000000,2883083,0,4.866067773,38.62539853,52.2,NO,0,0
RETIRADO,16,6779579,441000000,1475381,2.4,6.691208764,291.906714,72,NO,0,0
VINCULADO,0,7261318,1581000000,613794,2.8,4.747377727,8.437379503,32.1,NO,0,0
RETIRADO,51,3039285,747000000,2090385,3,6.93175515,194.8048644,15.9,NO,0,0
VINCULADO,27,7625045,947000000,2726098,16.4,4.45575488,0,72.1,NO,0,0
VINCULADO,0,6884359,471000000,425739,0.5,5.178302987,26.52562973,50.5,NO,0,0
VINCULADO,6,7115171,978000000,478204,14,6.387877541,241.0189689,79.9,NO,0,0
RETIRADO,42,7846903,84000000,1921802,2.4,6.909200674,131.7261409,92.5,NO,0,0
RETIRADO,32,234631,225000000,2207434,15.4,6.739909095,80.62388635,0,NO,0,0
VINCULADO,0,3598407,265000000,1484344,2.2,4.347713937,22.3157481,0,NO,0,0
VINCULADO,44,7157214,840000000,634147,2.3,4.625402481,0,69.8,NO,0,0
RETIRADO,40,7939596,930000000,1214355,18.4,6.662484794,172.8829597,72.7,NO,0,0
RETIRADO,33,6341924,448000000,1117755,1.6,6.777954425,192.9205054,55.4,SI,-74.11281977,4.745985244
VINCULADO,61,751834,464000000,993944,16.3,6.634585137,215.5513433,12.9,NO,0,0
RETIRADO,19,3606747,246000000,1086984,1.4,7.085464525,285.9788968,14.2,NO,0,0
VINCULADO,24,6588825,290000000,888373,1.6,4.813288139,3.328425193,56.4,NO,0,0
VINCULADO,39,928520,203000000,1148950,14.9,3.674918942,0,5.6,NO,0,0
RETIRADO,44,2532416,528000000,2047349,2.1,4.901056412,0,10.3,NO,0,0
VINCULADO,22,1834918,823000000,1521336,16.7,4.44883841,28.66187512,6.2,NO,0,0
VINCULADO,19,6952947,1500000000,2389771,0.5,4.432532256,61.34678791,85.4,NO,0,0
RETIRADO,7,7023345,855000000,2500126,3,6.275526162,91.06903928,52,NO,0,0
RETIRADO,21,7902255,785000000,1141299,2.2,6.554251076,124.4293077,77.4,NO,0,0
VINCULADO,34,7356937,989000000,2363821,15.5,6.84998847,308.0784656,60.3,NO,0,0
RETIRADO,24,1003125,659000000,2032398,16.8,7.490517405,92.75419606,4.2,NO,0,0
VINCULADO,19,760592,239000000,1335893,14.3,7.236863524,75.50906687,0,NO,0,0
RETIRADO,35,8500129,537000000,1935981,16.4,6.614785796,121.2145052,72.3,NO,0,0
RETIRADO,31,7623330,924000000,2123144,15.3,6.767520711,145.583865,85,NO,0,0
RETIRADO,27,1973465,324000000,1105372,16.6,6.458096235,247.7861769,27.1,NO,0,0
VINCULADO,28,7445098,726000000,1347477,3.6,6.6177924,139.1826603,57.7,NO,0,0
VINCULADO,24,7349761,246000000,2400328,15.3,4.842622558,0,48.3,NO,0,0
RETIRADO,11,1064390,334000000,2081927,16.4,6.445949479,178.6840497,29.2,NO,0,0
RETIRADO,7,3404540,793000000,1752247,1.9,6.765140302,269.5167738,23.5,NO,0,0
RETIRADO,45,6657735,398000000,1404887,15.2,6.703107968,134.5554868,71.3,NO,0,0
VINCULADO,54,1869976,838000000,1703153,15.7,4.330799026,14.03404731,11.5,NO,0,0
RETIRADO,34,1311181,851000000,1869013,15.9,4.382246752,2.709372103,4.2,NO,0,0
RETIRADO,3,7408268,1088000000,2631434,1.8,7.139173781,160.8254073,100.2,NO,0,0
VINCULADO,36,902430,182000000,1918043,15.4,4.0986982,0,17.5,NO,0,0
VINCULADO,14,864190,207000000,241995,16,4.91380313,54.86135142,13.3,NO,0,0
VINCULADO,0,1200764,546000000,1900824,15.5,4.472594954,0,9.4,NO,0,0
VINCULADO,29,1081923,365000000,857622,16.4,4.17651426,0,20.9,NO,0,0
VINCULADO,33,7519248,1742000000,1514379,14.7,4.426552067,10.21740544,88.9,NO,0,0
VINCULADO,4,8408100,991000000,1545544,16.3,6.710058564,190.230156,76.9,NO,0,0
RETIRADO,26,3093334,504000000,1719913,14,6.592235438,200.0514562,19.7,NO,0,0
RETIRADO,27,150000,164000000,1725796,15.9,6.525246875,140.5854948,20.4,SI,-74.16513129,4.611239707
VINCULADO,38,2666592,828000000,980045,1.9,4.716390648,48.09193429,0.6,NO,0,0
RETIRADO,23,7497757,647000000,1417240,15.8,6.971704326,279.9593406,91.4,NO,0,0
RETIRADO,6,3460147,715000000,1247216,1.4,6.911706852,200.7081872,19.6,NO,0,0
RETIRADO,50,7337773,153000000,1225871,0.9,7.094309191,211.9957206,91.3,NO,0,0
RETIRADO,0,7288995,946000000,456687,16,7.243136587,232.9946704,55.3,NO,0,0
RETIRADO,26,724026,1195000000,620042,17.2,6.89439866,218.5437633,13.8,NO,0,0
RETIRADO,10,531115,111000000,1520122,17.2,6.574065351,259.5123393,0,NO,0,0
VINCULADO,32,7820309,542000000,1157995,0.5,4.799898933,22.02773463,78.8,NO,0,0
VINCULADO,23,8191919,998000000,1873288,2.6,4.626246389,0,96.9,NO,0,0
RETIRADO,22,3661571,863000000,389117,3.9,4.243217692,0,18.3,NO,0,0
RETIRADO,0,6493359,775000000,2030507,1.2,6.542807923,212.4535209,82.4,NO,0,0
RETIRADO,12,4032389,911000000,2250242,1.5,6.673977683,201.069868,12.9,SI,-74.19646692,4.640810845
VINCULADO,0,1106508,186000000,408863,16.6,4.043348998,16.21490477,11.6,NO,0,0
VINCULADO,32,4247915,899000000,424711,1,4.815470931,17.82086845,13,SI,-74.06961767,4.587448598
VINCULADO,42,6986831,1037000000,1849461,1.7,5.233568426,45.35205997,53.1,NO,0,0
RETIRADO,39,7237876,610000000,1647565,15.8,4.370201615,0,78.5,NO,0,0
RETIRADO,38,8406881,508000000,2356046,17.4,6.691523494,189.5848611,45.7,NO,0,0
VINCULADO,26,3967074,860000000,615780,2.8,4.988947338,30.9665413,26.8,NO,0,0
RETIRADO,0,6943399,85000000,1444753,2.1,7.307384361,194.3055292,53.4,NO,0,0
RETIRADO,17,1502930,318000000,328223,16.6,5.9883908,180.0819919,16.7,NO,0,0
VINCULADO,31,1348335,298000000,1317117,14.1,4.865346079,0,24.4,NO,0,0
RETIRADO,29,7569647,410000000,2151465,14.1,6.455915233,161.1572152,78.5,NO,0,0
RETIRADO,6,6679803,749000000,480387,16.9,6.890538888,137.1039487,84.9,NO,0,0
RETIRADO,25,7245809,390000000,2053357,14.3,6.561240756,194.166615,89.4,NO,0,0
VINCULADO,17,3640858,590000000,693129,2.9,5.650516678,0,14.1,NO,0,0
VINCULADO,0,3149125,689000000,1883632,4.3,5.134966153,68.83773517,41,NO,0,0
RETIRADO,29,6534525,506000000,370121,3.1,6.483118401,142.5198211,67.8,NO,0,0
VINCULADO,48,8280022,1838000000,2006791,16.6,4.614678388,0,92.5,NO,0,0
VINCULADO,48,3887580,749000000,1218776,2,4.394493119,4.306508817,20.8,NO,0,0
RETIRADO,23,7493694,1754000000,882689,15.5,6.656111764,165.2612732,60.3,NO,0,0
VINCULADO,25,7862866,628000000,1827141,16.3,4.943282846,35.25770794,50.2,NO,0,0
RETIRADO,10,3294507,1093000000,2384038,1.1,6.379676795,235.4160728,12.9,NO,0,0
RETIRADO,50,7530329,1643000000,1234658,3.3,6.454932419,254.8181828,69.7,NO,0,0
RETIRADO,0,2826413,607000000,449428,2.3,7.078006489,207.7894231,0,SI,-74.12459897,4.558399817
VINCULADO,41,788556,764000000,1345518,15.8,5.048721012,76.12975892,6.5,NO,0,0
RETIRADO,0,2933130,630000000,738003,2.6,6.389525316,153.0919211,24.3,SI,-74.0936385,4.547883295
RETIRADO,40,6990347,1635000000,3138244,17.1,6.83086495,249.2478455,60.6,NO,0,0
VINCULADO,18,596049,696000000,2173450,14.2,5.307213219,61.5417468,34.4,NO,0,0
RETIRADO,13,2075633,429000000,1297679,16.7,7.007473189,226.5838118,13,NO,0,0
VINCULADO,14,345465,569000000,1764446,16.6,4.607525467,0,10.7,NO,0,0
RETIRADO,36,7915773,1753000000,1789179,2,6.249338022,122.4882222,80.5,NO,0,0
RETIRADO,31,550654,125000000,1480088,15,6.376943507,225.253114,19,NO,0,0
VINCULADO,24,4463547,599000000,941840,0.7,5.070954323,0,7.1,NO,0,0
VINCULADO,14,6990501,1522000000,1523586,0.8,4.445856218,0,49,NO,0,0
RETIRADO,19,7029946,85000000,2177751,2.6,6.788932261,138.1397182,70.7,NO,0,0
RETIRADO,22,6571386,255000000,3729489,4.2,6.914661849,357.1968915,75.8,NO,0,0
VINCULADO,9,3268986,707000000,564243,1.3,3.724330246,29.07970683,12.6,NO,0,0
VINCULADO,27,7651642,973000000,637890,0.5,6.483504384,219.2298372,93.8,NO,0,0
RETIRADO,34,1194564,258000000,302044,16.1,5.051132243,0,29.5,NO,0,0
VINCULADO,20,7465701,503000000,668614,3.2,4.120803881,26.03468119,75,NO,0,0
RETIRADO,23,7401631,241000000,453985,1.4,6.762877354,148.7418368,41.4,SI,-74.10182049,4.749824805
RETIRADO,40,7270678,1147000000,909426,1.9,7.150908262,259.6170091,51,NO,0,0
VINCULADO,22,8123376,1714000000,1070123,16.1,4.311798316,1.520845217,96.4,NO,0,0
RETIRADO,9,3059117,769000000,1204280,0.6,7.114751793,215.4767562,17.6,NO,0,0
VINCULADO,11,7159599,1122000000,2182327,1.7,5.273647215,18.69716639,57.6,NO,0,0
VINCULADO,39,7535111,872000000,2906461,2.5,3.711107967,41.80247148,71.2,NO,0,0
VINCULADO,0,6791536,730000000,1053987,16.5,5.329207472,0,76.5,NO,0,0
RETIRADO,39,7774963,346000000,1220371,16.2,6.281491429,252.6626756,66,NO,0,0
RETIRADO,10,1076589,473000000,1354921,17.1,7.704762542,220.0790513,17.3,NO,0,0
VINCULADO,34,6904245,1530000000,393280,3.6,5.107790981,31.14159855,79.7,NO,0,0
VINCULADO,30,7685866,745000000,1026323,15.9,3.791155019,0,64.9,NO,0,0
RETIRADO,30,7373624,677000000,416402,2,6.939224418,282.2536312,87.8,NO,0,0
RETIRADO,24,6623640,1114000000,2058271,17.8,6.937676569,247.8756035,91.7,NO,0,0
RETIRADO,12,7131769,1446000000,2903376,17.1,6.791059738,146.4853718,73.7,NO,0,0
RETIRADO,4,3149876,718000000,1542303,1,6.735805906,213.0435364,5.5,NO,0,0
VINCULADO,70,7500907,784000000,530738,17.8,3.35884634,48.70444844,71,NO,0,0
RETIRADO,19,2724676,603000000,1613400,16.5,7.17904684,271.1359986,5.9,SI,-74.13777865,4.682964174
VINCULADO,0,7162739,1590000000,1277037,14.7,6.968458007,205.919248,80.9,NO,0,0
RETIRADO,20,7734649,1702000000,1283519,0.9,6.722432138,204.8940543,113.6,NO,0,0
VINCULADO,0,6830185,638000000,1646580,14.2,4.651689913,41.14178815,49.9,NO,0,0
VINCULADO,13,7988003,675000000,1741948,16.5,4.427913793,22.97589575,71,NO,0,0
RETIRADO,27,518349,161000000,1950156,15.4,6.897930788,263.1770746,19.5,NO,0,0
RETIRADO,37,7360314,1779000000,885547,0.4,6.915376333,363.1667274,43.7,NO,0,0
RETIRADO,22,3348484,582000000,1219454,2.2,6.555020297,190.5812344,2.9,NO,0,0
VINCULADO,16,7437373,1529000000,425968,16,4.750629861,9.481525874,80.8,NO,0,0
RETIRADO,42,3053086,516000000,1780978,1.7,6.281889546,270.4736509,11.9,NO,0,0
VINCULADO,38,6860780,625000000,2083779,16,4.88119385,0,97,NO,0,0
VINCULADO,33,7482697,1799000000,2515816,18.5,5.016312777,54.95701856,59.6,NO,0,0
RETIRADO,0,6888034,306000000,1900229,2,6.672830245,184.8769124,80.2,NO,0,0
RETIRADO,0,7571704,1703000000,392830,1.3,6.861948632,132.3348022,41.6,NO,0,0
RETIRADO,36,7930990,84000000,2029628,1.4,6.37467734,194.3296993,66.4,NO,0,0
VINCULADO,22,6526464,84000000,1410511,1.8,4.193884299,0,68.9,NO,0,0
VINCULADO,0,6926636,649000000,1261090,16.7,4.450285473,67.78511633,37.2,NO,0,0
VINCULADO,24,4234357,980000000,1768645,2.6,7.089037985,283.7357917,21.2,NO,0,0
VINCULADO,17,2681903,781000000,384947,3.4,3.955705141,28.042484,6.4,NO,0,0
VINCULADO,6,7703381,479000000,927764,3.6,4.818655867,0,51.9,NO,0,0
RETIRADO,47,7116986,1615000000,918419,15.5,7.095271947,297.973279,81.3,NO,0,0
VINCULADO,56,7319351,1554000000,1200903,15.6,5.415502749,0.809225849,68.6,NO,0,0
VINCULADO,34,7742850,255000000,1240784,3.8,5.37255185,0,64,NO,0,0
VINCULADO,45,1495658,364000000,345430,14.9,4.290120965,0,21.3,NO,0,0
RETIRADO,16,3090113,229000000,412737,3.5,6.772225622,243.5392281,18.4,NO,0,0
VINCULADO,1,3206598,746000000,1274803,2.6,4.901118636,0,26.7,NO,0,0
RETIRADO,17,7594676,1602000000,556873,1.5,6.641179332,332.8150965,66.2,NO,0,0
VINCULADO,21,4507800,412000000,384654,1.9,3.874282056,0,24.5,NO,0,0
VINCULADO,17,1352358,468000000,1676953,16.5,4.733605247,57.1919465,30,NO,0,0
VINCULADO,0,4229918,969000000,1364280,2.7,4.190062095,39.95762432,33.1,NO,0,0
RETIRADO,27,7037781,456000000,1215079,1,6.993765433,276.0127956,61.6,NO,0,0
VINCULADO,53,7287271,1018000000,2177714,14.8,6.019267195,0,58,NO,0,0
RETIRADO,36,7409468,281000000,1670909,1,7.234941898,248.6642869,81.3,NO,0,0
RETIRADO,49,7290979,454000000,1978479,17.6,6.902974569,228.6821425,55.3,NO,0,0
VINCULADO,0,7605714,655000000,708478,15,4.535455418,22.63419422,57.7,NO,0,0
VINCULADO,0,4054605,862000000,1061077,0.1,4.368922282,0,14.5,NO,0,0
RETIRADO,32,7039542,950000000,384029,2,6.827670764,130.4767185,87.4,NO,0,0
RETIRADO,23,3487448,788000000,344987,1.5,7.036347312,181.660968,13,NO,0,0
RETIRADO,2,7778553,85000000,1690379,16.6,7.055297366,181.0424216,67.9,NO,0,0
RETIRADO,29,6780695,968000000,1572259,15.4,6.181920087,206.8744189,31.9,NO,0,0
VINCULADO,40,797859,407000000,323191,16,4.289176649,27.47890362,14.6,NO,0,0
VINCULADO,17,6904907,701000000,2538161,1.1,4.380964755,0,120.4,NO,0,0
VINCULADO,24,6789378,733000000,430901,16,5.377867649,1.640538924,36.4,NO,0,0
VINCULADO,36,7673312,1751000000,2695016,0.6,5.272979411,11.35567492,43.5,NO,0,0
RETIRADO,36,1502174,377000000,989347,16.7,6.787499562,154.4870243,28.1,NO,0,0
RETIRADO,44,4045999,979000000,2669839,2.2,4.236748127,28.3123525,26.8,NO,0,0
RETIRADO,27,542520,115000000,349699,16.3,5.77700974,178.5503474,12,NO,0,0
RETIRADO,46,1217893,419000000,2052245,13.9,6.354857724,127.4688303,11,NO,0,0
VINCULADO,0,6809645,405000000,2432259,3.6,3.415736391,0,90.7,NO,0,0
VINCULADO,47,7159047,439000000,1311385,1,4.1195779,99.912568,83.6,NO,0,0
RETIRADO,4,3622906,687000000,1438162,2.6,4.971872019,0.303799886,31.8,NO,0,0
VINCULADO,14,7926999,845000000,617598,2.9,5.180255832,4.246793294,67.9,NO,0,0
VINCULADO,31,3011122,652000000,2923965,0.8,6.563091102,269.255878,18.2,NO,0,0
RETIRADO,42,6509906,722000000,1054809,15,6.178138342,257.9645841,59.7,NO,0,0
RETIRADO,0,7851777,1710000000,2140244,14.8,6.478158088,152.1773872,74,NO,0,0
VINCULADO,4,5869233,659000000,509632,2.9,4.260216431,13.73776134,26.8,NO,0,0
VINCULADO,40,7198487,861000000,344385,15.1,4.134583895,0,73.4,NO,0,0
VINCULADO,23,3179354,916000000,3391494,2.8,4.602448253,0,0,SI,-74.15088799,4.565584674
RETIRADO,45,7453021,1717000000,2563923,14.2,7.081588923,219.889214,75.6,NO,0,0
RETIRADO,23,7151510,1572000000,3087404,16.2,4.741064975,4.329500294,90.3,NO,0,0
RETIRADO,13,7015939,602000000,1670175,2,6.196773255,226.9963661,65.3,NO,0,0
RETIRADO,32,6267795,600000000,1272767,14.6,6.670822348,236.8346937,54.1,NO,0,0
VINCULADO,16,6667146,249000000,1519399,3,4.451598319,14.97771767,76,NO,0,0
RETIRADO,33,3459494,772000000,804701,2.3,6.613855417,224.9196709,16.3,NO,0,0
RETIRADO,36,1712467,543000000,2032499,16.4,6.266367776,129.3189937,0,NO,0,0
VINCULADO,54,7441487,1818000000,319578,2.3,5.246835091,0,62.2,NO,0,0
RETIRADO,24,2356887,547000000,2128964,0.5,7.042283678,89.45009882,1.6,NO,0,0
RETIRADO,45,2981027,697000000,576428,1.9,6.820795726,258.7620426,23.3,NO,0,0
VINCULADO,11,7768050,590000000,1767424,17.1,3.874533557,0,57.9,NO,0,0
VINCULADO,32,7754863,1196000000,2255481,17,4.802990698,24.24905604,61.1,NO,0,0
VINCULADO,27,7414750,1776000000,354798,16.8,4.785117988,86.23324235,101.3,NO,0,0
RETIRADO,27,7754624,795000000,2131412,1.8,6.40392415,194.5559311,97.7,NO,0,0
RETIRADO,15,4239439,1029000000,1701424,3,6.789374656,220.9859024,20.3,NO,0,0
VINCULADO,11,4569475,1055000000,3278209,2,6.552253174,210.7845628,12.3,NO,0,0
RETIRADO,49,8008857,1951000000,2475514,0.9,6.772786935,272.2232118,99.8,NO,0,0
RETIRADO,13,685957,136000000,2583296,16.4,6.654477601,176.4503746,18.7,NO,0,0
RETIRADO,40,7130519,1697000000,881468,16.3,7.306913467,300.1197046,91.5,NO,0,0
RETIRADO,21,3251020,827000000,533569,1.7,7.037174194,269.3850316,12.2,NO,0,0
VINCULADO,17,1494094,429000000,1031750,16,4.620847487,2.592605627,17.9,SI,-74.14980342,4.561015157
VINCULADO,3,7723963,819000000,433439,1.2,5.125552668,35.57983719,85.5,NO,0,0
VINCULADO,25,5550914,707000000,402034,3.1,4.07309112,0,42.9,NO,0,0
VINCULADO,24,7372464,694000000,2537891,16.4,4.799987991,0,60.4,NO,0,0
RETIRADO,42,672443,139000000,1331372,15.8,6.423551969,195.1802699,33.4,NO,0,0
VINCULADO,23,6832915,1673000000,3430903,3.4,4.661481054,6.291533298,85.1,NO,0,0
VINCULADO,8,4001519,85000000,1026729,3.9,4.142181176,0,10.7,NO,0,0
RETIRADO,0,7760989,476000000,2618471,0.9,6.375992649,107.7457985,75.2,NO,0,0
RETIRADO,51,7065028,786000000,2078850,2.5,7.215861764,62.22397549,81.6,NO,0,0
VINCULADO,26,1286076,707000000,1553351,17,5.461021274,0,13.1,NO,0,0
RETIRADO,4,7231137,640000000,1930483,16.3,4.744492942,5.974387655,82.8,NO,0,0
RETIRADO,13,7475658,173000000,2087807,16.2,7.014413144,174.1536033,39.1,NO,0,0
RETIRADO,31,1750709,902000000,523793,15.9,4.856789579,47.86130251,7.2,NO,0,0
RETIRADO,39,6951981,1642000000,1978310,16.6,6.757375707,223.1899747,93.7,NO,0,0
RETIRADO,44,7632245,1795000000,1351817,13.7,5.717663014,50.3430184,53.1,NO,0,0
VINCULADO,20,3839562,885000000,494101,2.3,4.886863614,18.2898461,15.2,SI,-74.16596891,4.647735905
RETIRADO,24,2560250,729000000,761532,0,6.471327433,129.9707432,23.7,NO,0,0
VINCULADO,16,1531829,321000000,2335753,13.7,5.153372333,42.83398107,20.2,NO,0,0
VINCULADO,51,3825070,842000000,3541615,2.2,3.47340356,35.01193267,13.2,NO,0,0
RETIRADO,3,3495659,799000000,331424,0.7,7.128313816,217.4171633,18.5,NO,0,0
VINCULADO,22,7339055,727000000,1471958,16.6,4.305849655,0,87.2,NO,0,0
VINCULADO,28,925603,352000000,1513591,14.5,6.673394455,233.5518752,16,NO,0,0
VINCULADO,56,7693770,591000000,602939,1,4.68950381,38.14346226,66.7,NO,0,0
